,survey_id,pack_type,total packs owned,number free,Percent Free,Purchased
6557,1695,Game Packs,3,0,0.0,3
6558,1695,Kits,1,1,1.0,0
6559,1695,Stuff Packs,3,0,0.0,3
6560,1696,Expansion Packs,16,0,0.0,16
6561,1696,Game Packs,12,0,0.0,12
6562,1696,Kits,4,2,0.5,2
6563,1696,Stuff Packs,14,0,0.0,14
6564,1697,Expansion Packs,16,0,0.0,16
6565,1697,Game Packs,12,0,0.0,12
6566,1697,Kits,32,0,0.0,32
6567,1697,Stuff Packs,20,0,0.0,20
6568,1698,Expansion Packs,11,0,0.0,11
6569,1698,Game Packs,8,0,0.0,8
6570,1698,Kits,2,1,0.5,1
6571,1698,Stuff Packs,17,1,0.058823529411764705,16
6572,1699,Expansion Packs,13,0,0.0,13
6573,1699,Game Packs,7,0,0.0,7
6574,1699,Kits,5,1,0.2,4
6575,1699,Stuff Packs,9,1,0.1111111111111111,8
6576,1700,Expansion Packs,10,0,0.0,10
6577,1700,Game Packs,9,1,0.1111111111111111,8
6578,1700,Kits,5,2,0.4,3
6579,1700,Stuff Packs,18,2,0.1111111111111111,16
6580,1701,Expansion Packs,16,0,0.0,16
6581,1701,Game Packs,12,0,0.0,12
6582,1701,Kits,24,1,0.041666666666666664,23
6583,1701,Stuff Packs,19,0,0.0,19
6584,1702,Expansion Packs,11,0,0.0,11
6585,1702,Game Packs,1,0,0.0,1
6586,1702,Kits,7,1,0.14285714285714285,6
6587,1702,Stuff Packs,5,2,0.4,3
6588,1703,Expansion Packs,16,0,0.0,16
6589,1703,Game Packs,10,0,0.0,10
6590,1703,Kits,12,0,0.0,12
6591,1703,Stuff Packs,18,0,0.0,18
6592,1704,Expansion Packs,12,0,0.0,12
6593,1704,Game Packs,8,0,0.0,8
6594,1704,Stuff Packs,18,0,0.0,18
6595,1705,Expansion Packs,16,0,0.0,16
6596,1705,Game Packs,12,0,0.0,12
6597,1705,Kits,33,1,0.030303030303030304,32
6598,1705,Stuff Packs,20,0,0.0,20
6599,1706,Expansion Packs,15,0,0.0,15
6600,1706,Game Packs,9,0,0.0,9
6601,1706,Kits,11,1,0.09090909090909091,10
6602,1706,Stuff Packs,20,0,0.0,20
6603,1707,Expansion Packs,12,0,0.0,12
6604,1707,Game Packs,7,0,0.0,7
6605,1707,Kits,3,2,0.6666666666666666,1
6606,1707,Stuff Packs,9,2,0.2222222222222222,7
6607,1708,Expansion Packs,6,0,0.0,6
6608,1708,Game Packs,2,0,0.0,2
6609,1708,Stuff Packs,2,0,0.0,2
6610,1709,Expansion Packs,16,0,0.0,16
6611,1709,Game Packs,12,0,0.0,12
6612,1709,Kits,33,1,0.030303030303030304,32
6613,1709,Stuff Packs,20,0,0.0,20
6614,1710,Expansion Packs,12,0,0.0,12
6615,1710,Game Packs,9,0,0.0,9
6616,1710,Kits,5,2,0.4,3
6617,1710,Stuff Packs,15,1,0.06666666666666667,14
6618,1711,Expansion Packs,5,0,0.0,5
6619,1711,Game Packs,1,0,0.0,1
6620,1711,Kits,3,0,0.0,3
6621,1711,Stuff Packs,4,0,0.0,4
6622,1712,Expansion Packs,15,0,0.0,15
6623,1712,Game Packs,6,1,0.16666666666666666,5
6624,1712,Kits,6,2,0.3333333333333333,4
6625,1712,Stuff Packs,7,4,0.5714285714285714,3
6626,1713,Expansion Packs,14,0,0.0,14
6627,1713,Game Packs,11,0,0.0,11
6628,1713,Kits,21,1,0.047619047619047616,20
6629,1713,Stuff Packs,19,2,0.10526315789473684,17
6630,1714,Expansion Packs,16,0,0.0,16
6631,1714,Game Packs,11,0,0.0,11
6632,1714,Kits,12,0,0.0,12
6633,1714,Stuff Packs,16,0,0.0,16
6634,1715,Expansion Packs,13,0,0.0,13
6635,1715,Game Packs,7,1,0.14285714285714285,6
6636,1715,Kits,8,1,0.125,7
6637,1715,Stuff Packs,12,3,0.25,9
6638,1716,Expansion Packs,16,0,0.0,16
6639,1716,Game Packs,12,0,0.0,12
6640,1716,Kits,32,1,0.03125,31
6641,1716,Stuff Packs,20,0,0.0,20
6642,1717,Expansion Packs,5,0,0.0,5
6643,1717,Game Packs,1,0,0.0,1
6644,1717,Stuff Packs,1,0,0.0,1
6645,1718,Expansion Packs,15,0,0.0,15
6646,1718,Game Packs,10,0,0.0,10
6647,1718,Kits,1,0,0.0,1
6648,1718,Stuff Packs,17,0,0.0,17
6649,1719,Expansion Packs,16,0,0.0,16
6650,1719,Game Packs,12,0,0.0,12
6651,1719,Kits,33,0,0.0,33
6652,1719,Stuff Packs,20,0,0.0,20
6653,1720,Expansion Packs,16,0,0.0,16
6654,1720,Game Packs,11,1,0.09090909090909091,10
6655,1720,Kits,14,0,0.0,14
6656,1720,Stuff Packs,18,1,0.05555555555555555,17
6657,1721,Expansion Packs,5,0,0.0,5
6658,1721,Game Packs,2,0,0.0,2
6659,1721,Stuff Packs,3,0,0.0,3
6660,1722,Expansion Packs,12,0,0.0,12
6661,1722,Game Packs,4,0,0.0,4
6662,1722,Kits,4,2,0.5,2
6663,1722,Stuff Packs,7,2,0.2857142857142857,5
6664,1723,Expansion Packs,16,0,0.0,16
6665,1723,Game Packs,11,0,0.0,11
6666,1723,Kits,25,1,0.04,24
6667,1723,Stuff Packs,20,0,0.0,20
6668,1724,Expansion Packs,4,0,0.0,4
6669,1724,Game Packs,3,1,0.3333333333333333,2
6670,1724,Kits,3,2,0.6666666666666666,1
6671,1724,Stuff Packs,3,2,0.6666666666666666,1
6672,1725,Expansion Packs,2,0,0.0,2
6673,1725,Game Packs,1,1,1.0,0
6674,1725,Kits,2,2,1.0,0
6675,1725,Stuff Packs,4,4,1.0,0
6676,1726,Expansion Packs,13,0,0.0,13
6677,1726,Game Packs,6,0,0.0,6
6678,1726,Stuff Packs,7,0,0.0,7
6679,1727,Expansion Packs,14,0,0.0,14
6680,1727,Game Packs,9,0,0.0,9
6681,1727,Kits,6,1,0.16666666666666666,5
6682,1727,Stuff Packs,16,1,0.0625,15
6683,1728,Expansion Packs,15,0,0.0,15
6684,1728,Game Packs,8,0,0.0,8
6685,1728,Kits,4,1,0.25,3
6686,1728,Stuff Packs,7,3,0.42857142857142855,4
6687,1729,Expansion Packs,16,0,0.0,16
6688,1729,Game Packs,7,0,0.0,7
6689,1729,Kits,17,1,0.058823529411764705,16
6690,1729,Stuff Packs,12,2,0.16666666666666666,10
6691,1730,Expansion Packs,6,0,0.0,6
6692,1730,Game Packs,3,0,0.0,3
6693,1730,Kits,1,1,1.0,0
6694,1730,Stuff Packs,2,2,1.0,0
6695,1731,Expansion Packs,5,0,0.0,5
6696,1731,Game Packs,5,0,0.0,5
6697,1731,Stuff Packs,12,0,0.0,12
6698,1732,Expansion Packs,13,0,0.0,13
6699,1732,Game Packs,5,0,0.0,5
6700,1732,Kits,1,1,1.0,0
6701,1732,Stuff Packs,9,2,0.2222222222222222,7
6702,1733,Stuff Packs,4,3,0.75,1
6703,1734,Expansion Packs,16,0,0.0,16
6704,1734,Game Packs,12,0,0.0,12
6705,1734,Kits,27,0,0.0,27
6706,1734,Stuff Packs,20,0,0.0,20
6707,1735,Expansion Packs,11,0,0.0,11
6708,1735,Game Packs,8,0,0.0,8
6709,1735,Kits,1,1,1.0,0
6710,1735,Stuff Packs,9,1,0.1111111111111111,8
6711,1736,Expansion Packs,4,0,0.0,4
6712,1736,Game Packs,2,0,0.0,2
6713,1736,Stuff Packs,4,1,0.25,3
6714,1737,Expansion Packs,15,0,0.0,15
6715,1737,Game Packs,12,0,0.0,12
6716,1737,Kits,11,0,0.0,11
6717,1737,Stuff Packs,19,1,0.05263157894736842,18
6718,1738,Expansion Packs,16,1,0.0625,15
6719,1738,Game Packs,11,0,0.0,11
6720,1738,Kits,12,3,0.25,9
6721,1738,Stuff Packs,12,4,0.3333333333333333,8
6722,1739,Expansion Packs,16,0,0.0,16
6723,1739,Game Packs,11,0,0.0,11
6724,1739,Kits,30,1,0.03333333333333333,29
6725,1739,Stuff Packs,20,0,0.0,20
6726,1740,Expansion Packs,12,0,0.0,12
6727,1740,Game Packs,10,0,0.0,10
6728,1740,Kits,1,0,0.0,1
6729,1740,Stuff Packs,14,0,0.0,14
6730,1741,Expansion Packs,7,0,0.0,7
6731,1741,Game Packs,4,0,0.0,4
6732,1741,Kits,22,2,0.09090909090909091,20
6733,1741,Stuff Packs,16,4,0.25,12
6734,1742,Expansion Packs,15,0,0.0,15
6735,1742,Game Packs,12,0,0.0,12
6736,1742,Kits,16,0,0.0,16
6737,1742,Stuff Packs,18,0,0.0,18
6738,1743,Expansion Packs,16,0,0.0,16
6739,1743,Game Packs,12,0,0.0,12
6740,1743,Kits,33,1,0.030303030303030304,32
6741,1743,Stuff Packs,20,0,0.0,20
6742,1744,Expansion Packs,14,2,0.14285714285714285,12
6743,1744,Game Packs,12,1,0.08333333333333333,11
6744,1744,Kits,21,1,0.047619047619047616,20
6745,1744,Stuff Packs,19,3,0.15789473684210525,16
6746,1745,Expansion Packs,15,0,0.0,15
6747,1745,Game Packs,11,0,0.0,11
6748,1745,Kits,12,0,0.0,12
6749,1745,Stuff Packs,12,0,0.0,12
6750,1746,Expansion Packs,16,0,0.0,16
6751,1746,Game Packs,11,1,0.09090909090909091,10
6752,1746,Kits,25,1,0.04,24
6753,1746,Stuff Packs,19,1,0.05263157894736842,18
6754,1747,Expansion Packs,7,0,0.0,7
6755,1747,Game Packs,6,1,0.16666666666666666,5
6756,1747,Kits,6,3,0.5,3
6757,1747,Stuff Packs,9,3,0.3333333333333333,6
6758,1748,Expansion Packs,15,1,0.06666666666666667,14
6759,1748,Game Packs,10,0,0.0,10
6760,1748,Kits,5,2,0.4,3
6761,1748,Stuff Packs,20,0,0.0,20
6762,1749,Expansion Packs,1,0,0.0,1
6763,1749,Game Packs,2,0,0.0,2
6764,1749,Kits,2,0,0.0,2
6765,1749,Stuff Packs,3,2,0.6666666666666666,1
6766,1750,Expansion Packs,16,0,0.0,16
6767,1750,Game Packs,12,0,0.0,12
6768,1750,Kits,26,2,0.07692307692307693,24
6769,1750,Stuff Packs,20,1,0.05,19
6770,1751,Expansion Packs,7,0,0.0,7
6771,1751,Game Packs,7,0,0.0,7
6772,1751,Kits,7,2,0.2857142857142857,5
6773,1751,Stuff Packs,7,1,0.14285714285714285,6
6774,1752,Expansion Packs,4,0,0.0,4
6775,1752,Game Packs,2,0,0.0,2
6776,1752,Kits,2,1,0.5,1
6777,1752,Stuff Packs,4,3,0.75,1
6778,1753,Expansion Packs,15,0,0.0,15
6779,1753,Game Packs,7,0,0.0,7
6780,1753,Kits,10,1,0.1,9
6781,1753,Stuff Packs,15,1,0.06666666666666667,14
6782,1754,Expansion Packs,3,0,0.0,3
6783,1754,Game Packs,2,0,0.0,2
6784,1754,Kits,2,1,0.5,1
6785,1755,Expansion Packs,15,0,0.0,15
6786,1755,Game Packs,9,0,0.0,9
6787,1755,Kits,7,1,0.14285714285714285,6
6788,1755,Stuff Packs,13,1,0.07692307692307693,12
6789,1756,Expansion Packs,14,0,0.0,14
6790,1756,Game Packs,12,0,0.0,12
6791,1756,Kits,4,0,0.0,4
6792,1756,Stuff Packs,18,1,0.05555555555555555,17
6793,1757,Expansion Packs,16,0,0.0,16
6794,1757,Game Packs,12,0,0.0,12
6795,1757,Kits,33,0,0.0,33
6796,1757,Stuff Packs,20,0,0.0,20
6797,1758,Expansion Packs,13,0,0.0,13
6798,1758,Game Packs,4,0,0.0,4
6799,1758,Kits,3,0,0.0,3
6800,1758,Stuff Packs,5,3,0.6,2
6801,1759,Expansion Packs,14,0,0.0,14
6802,1759,Game Packs,10,0,0.0,10
6803,1759,Kits,3,2,0.6666666666666666,1
6804,1759,Stuff Packs,14,3,0.21428571428571427,11
6805,1760,Expansion Packs,10,0,0.0,10
6806,1760,Game Packs,5,1,0.2,4
6807,1760,Kits,5,1,0.2,4
6808,1760,Stuff Packs,9,3,0.3333333333333333,6
6809,1761,Expansion Packs,16,0,0.0,16
6810,1761,Game Packs,12,0,0.0,12
6811,1761,Kits,33,1,0.030303030303030304,32
6812,1761,Stuff Packs,20,0,0.0,20
6813,1762,Expansion Packs,12,1,0.08333333333333333,11
6814,1762,Game Packs,7,0,0.0,7
6815,1762,Kits,2,1,0.5,1
6816,1762,Stuff Packs,6,4,0.6666666666666666,2
6817,1763,Expansion Packs,11,0,0.0,11
6818,1763,Game Packs,6,1,0.16666666666666666,5
6819,1763,Kits,3,3,1.0,0
6820,1763,Stuff Packs,11,4,0.36363636363636365,7
6821,1764,Expansion Packs,15,0,0.0,15
6822,1764,Game Packs,9,1,0.1111111111111111,8
6823,1764,Kits,18,3,0.16666666666666666,15
6824,1764,Stuff Packs,16,4,0.25,12
6825,1765,Expansion Packs,16,0,0.0,16
6826,1765,Game Packs,12,0,0.0,12
6827,1765,Kits,29,1,0.034482758620689655,28
6828,1765,Stuff Packs,10,1,0.1,9
6829,1766,Expansion Packs,7,0,0.0,7
6830,1766,Game Packs,4,1,0.25,3
6831,1766,Kits,3,3,1.0,0
6832,1766,Stuff Packs,10,4,0.4,6
6833,1767,Expansion Packs,14,0,0.0,14
6834,1767,Game Packs,8,0,0.0,8
6835,1767,Kits,1,0,0.0,1
6836,1767,Stuff Packs,13,0,0.0,13
6837,1768,Expansion Packs,16,0,0.0,16
6838,1768,Game Packs,12,0,0.0,12
6839,1768,Kits,24,1,0.041666666666666664,23
6840,1768,Stuff Packs,19,0,0.0,19
6841,1769,Expansion Packs,15,0,0.0,15
6842,1769,Game Packs,10,0,0.0,10
6843,1769,Kits,7,0,0.0,7
6844,1769,Stuff Packs,19,0,0.0,19
6845,1770,Expansion Packs,8,0,0.0,8
6846,1770,Game Packs,5,0,0.0,5
6847,1770,Kits,3,0,0.0,3
6848,1770,Stuff Packs,10,3,0.3,7
6849,1771,Expansion Packs,1,0,0.0,1
6850,1771,Kits,2,2,1.0,0
6851,1771,Stuff Packs,4,4,1.0,0
6852,1772,Expansion Packs,16,0,0.0,16
6853,1772,Game Packs,12,0,0.0,12
6854,1772,Kits,16,0,0.0,16
6855,1772,Stuff Packs,19,1,0.05263157894736842,18
6856,1773,Expansion Packs,6,0,0.0,6
6857,1773,Kits,2,0,0.0,2
6858,1773,Stuff Packs,2,0,0.0,2
6859,1774,Expansion Packs,16,0,0.0,16
6860,1774,Game Packs,10,0,0.0,10
6861,1774,Kits,17,1,0.058823529411764705,16
6862,1774,Stuff Packs,15,3,0.2,12
6863,1775,Kits,1,1,1.0,0
6864,1776,Expansion Packs,3,0,0.0,3
6865,1776,Game Packs,3,0,0.0,3
6866,1776,Kits,4,1,0.25,3
6867,1776,Stuff Packs,5,2,0.4,3
6868,1777,Expansion Packs,5,0,0.0,5
6869,1777,Game Packs,2,0,0.0,2
6870,1777,Kits,2,2,1.0,0
6871,1777,Stuff Packs,2,0,0.0,2
6872,1778,Expansion Packs,5,0,0.0,5
6873,1778,Game Packs,3,0,0.0,3
6874,1778,Kits,3,0,0.0,3
6875,1778,Stuff Packs,8,0,0.0,8
6876,1779,Expansion Packs,16,0,0.0,16
6877,1779,Game Packs,11,0,0.0,11
6878,1779,Kits,29,0,0.0,29
6879,1779,Stuff Packs,20,1,0.05,19
6880,1780,Expansion Packs,16,0,0.0,16
6881,1780,Game Packs,12,0,0.0,12
6882,1780,Kits,31,0,0.0,31
6883,1780,Stuff Packs,20,0,0.0,20
6884,1781,Expansion Packs,15,0,0.0,15
6885,1781,Game Packs,10,0,0.0,10
6886,1781,Kits,4,1,0.25,3
6887,1781,Stuff Packs,15,0,0.0,15
6888,1782,Expansion Packs,11,0,0.0,11
6889,1782,Game Packs,10,0,0.0,10
6890,1782,Kits,5,1,0.2,4
6891,1782,Stuff Packs,13,2,0.15384615384615385,11
6892,1783,Expansion Packs,4,0,0.0,4
6893,1783,Game Packs,1,1,1.0,0
6894,1783,Kits,2,2,1.0,0
6895,1783,Stuff Packs,5,4,0.8,1
6896,1784,Expansion Packs,9,0,0.0,9
6897,1784,Game Packs,6,0,0.0,6
6898,1784,Kits,2,0,0.0,2
6899,1784,Stuff Packs,7,1,0.14285714285714285,6
6900,1785,Expansion Packs,12,0,0.0,12
6901,1785,Game Packs,9,0,0.0,9
6902,1785,Stuff Packs,12,1,0.08333333333333333,11
6903,1786,Expansion Packs,11,0,0.0,11
6904,1786,Game Packs,9,0,0.0,9
6905,1786,Stuff Packs,7,0,0.0,7
6906,1787,Expansion Packs,15,0,0.0,15
6907,1787,Game Packs,9,0,0.0,9
6908,1787,Kits,2,1,0.5,1
6909,1787,Stuff Packs,14,0,0.0,14
6910,1788,Expansion Packs,16,0,0.0,16
6911,1788,Game Packs,12,0,0.0,12
6912,1788,Kits,31,1,0.03225806451612903,30
6913,1788,Stuff Packs,20,0,0.0,20
6914,1789,Expansion Packs,12,0,0.0,12
6915,1789,Game Packs,6,0,0.0,6
6916,1789,Stuff Packs,3,0,0.0,3
6917,1790,Expansion Packs,7,0,0.0,7
6918,1790,Game Packs,2,0,0.0,2
6919,1790,Stuff Packs,3,0,0.0,3
6920,1791,Expansion Packs,11,0,0.0,11
6921,1791,Game Packs,7,0,0.0,7
6922,1791,Kits,3,2,0.6666666666666666,1
6923,1791,Stuff Packs,11,2,0.18181818181818182,9
6924,1792,Expansion Packs,13,0,0.0,13
6925,1792,Game Packs,9,0,0.0,9
6926,1792,Kits,9,1,0.1111111111111111,8
6927,1792,Stuff Packs,15,1,0.06666666666666667,14
6928,1793,Expansion Packs,16,0,0.0,16
6929,1793,Game Packs,12,0,0.0,12
6930,1793,Kits,33,1,0.030303030303030304,32
6931,1793,Stuff Packs,20,0,0.0,20
6932,1794,Expansion Packs,16,0,0.0,16
6933,1794,Game Packs,12,1,0.08333333333333333,11
6934,1794,Kits,33,1,0.030303030303030304,32
6935,1794,Stuff Packs,20,0,0.0,20
6936,1795,Expansion Packs,14,1,0.07142857142857142,13
6937,1795,Game Packs,3,0,0.0,3
6938,1795,Kits,2,2,1.0,0
6939,1795,Stuff Packs,8,2,0.25,6
6940,1796,Expansion Packs,16,0,0.0,16
6941,1796,Game Packs,12,0,0.0,12
6942,1796,Kits,33,0,0.0,33
6943,1796,Stuff Packs,20,0,0.0,20
6944,1797,Expansion Packs,14,0,0.0,14
6945,1797,Game Packs,6,0,0.0,6
6946,1797,Kits,4,1,0.25,3
6947,1797,Stuff Packs,11,1,0.09090909090909091,10
6948,1798,Expansion Packs,2,0,0.0,2
6949,1798,Game Packs,2,0,0.0,2
6950,1798,Kits,1,1,1.0,0
6951,1798,Stuff Packs,2,1,0.5,1
6952,1799,Expansion Packs,13,0,0.0,13
6953,1799,Game Packs,6,0,0.0,6
6954,1799,Kits,1,1,1.0,0
6955,1799,Stuff Packs,7,3,0.42857142857142855,4
6956,1800,Expansion Packs,9,0,0.0,9
6957,1800,Game Packs,10,0,0.0,10
6958,1800,Kits,6,0,0.0,6
6959,1800,Stuff Packs,9,1,0.1111111111111111,8
6960,1801,Expansion Packs,3,0,0.0,3
6961,1801,Game Packs,1,1,1.0,0
6962,1801,Kits,4,3,0.75,1
6963,1801,Stuff Packs,4,4,1.0,0
6964,1802,Expansion Packs,14,0,0.0,14
6965,1802,Game Packs,9,0,0.0,9
6966,1802,Kits,13,1,0.07692307692307693,12
6967,1802,Stuff Packs,14,3,0.21428571428571427,11
6968,1803,Expansion Packs,15,1,0.06666666666666667,14
6969,1803,Game Packs,11,0,0.0,11
6970,1803,Kits,4,1,0.25,3
6971,1803,Stuff Packs,19,0,0.0,19
6972,1804,Expansion Packs,11,0,0.0,11
6973,1804,Game Packs,10,0,0.0,10
6974,1804,Kits,2,2,1.0,0
6975,1804,Stuff Packs,12,1,0.08333333333333333,11
6976,1805,Expansion Packs,15,0,0.0,15
6977,1805,Game Packs,5,0,0.0,5
6978,1805,Kits,1,1,1.0,0
6979,1805,Stuff Packs,8,3,0.375,5
6980,1806,Expansion Packs,5,0,0.0,5
6981,1806,Game Packs,3,0,0.0,3
6982,1806,Kits,9,0,0.0,9
6983,1806,Stuff Packs,8,2,0.25,6
6984,1807,Expansion Packs,15,0,0.0,15
6985,1807,Game Packs,11,0,0.0,11
6986,1807,Kits,11,1,0.09090909090909091,10
6987,1807,Stuff Packs,14,3,0.21428571428571427,11
6988,1808,Expansion Packs,5,0,0.0,5
6989,1808,Game Packs,4,0,0.0,4
6990,1808,Kits,2,2,1.0,0
6991,1808,Stuff Packs,4,0,0.0,4
6992,1809,Expansion Packs,16,0,0.0,16
6993,1809,Game Packs,12,0,0.0,12
6994,1809,Kits,10,3,0.3,7
6995,1809,Stuff Packs,17,2,0.11764705882352941,15
6996,1810,Expansion Packs,16,0,0.0,16
6997,1810,Game Packs,12,0,0.0,12
6998,1810,Kits,31,1,0.03225806451612903,30
6999,1810,Stuff Packs,20,0,0.0,20
7000,1811,Expansion Packs,6,0,0.0,6
7001,1811,Game Packs,2,0,0.0,2
7002,1811,Kits,2,2,1.0,0
7003,1811,Stuff Packs,6,3,0.5,3
7004,1812,Expansion Packs,16,0,0.0,16
7005,1812,Game Packs,4,1,0.25,3
7006,1812,Kits,11,2,0.18181818181818182,9
7007,1812,Stuff Packs,11,4,0.36363636363636365,7
7008,1813,Expansion Packs,15,0,0.0,15
7009,1813,Game Packs,9,0,0.0,9
7010,1813,Kits,10,1,0.1,9
7011,1813,Stuff Packs,19,2,0.10526315789473684,17
7012,1814,Expansion Packs,16,0,0.0,16
7013,1814,Game Packs,10,1,0.1,9
7014,1814,Kits,5,1,0.2,4
7015,1814,Stuff Packs,14,3,0.21428571428571427,11
7016,1815,Expansion Packs,16,0,0.0,16
7017,1815,Game Packs,12,0,0.0,12
7018,1815,Kits,33,1,0.030303030303030304,32
7019,1815,Stuff Packs,20,0,0.0,20
7020,1816,Expansion Packs,16,0,0.0,16
7021,1816,Game Packs,9,0,0.0,9
7022,1816,Kits,13,1,0.07692307692307693,12
7023,1816,Stuff Packs,9,1,0.1111111111111111,8
7024,1817,Expansion Packs,9,0,0.0,9
7025,1817,Game Packs,8,0,0.0,8
7026,1817,Kits,2,2,1.0,0
7027,1817,Stuff Packs,11,1,0.09090909090909091,10
7028,1818,Expansion Packs,16,0,0.0,16
7029,1818,Game Packs,11,0,0.0,11
7030,1818,Kits,12,1,0.08333333333333333,11
7031,1818,Stuff Packs,17,1,0.058823529411764705,16
7032,1819,Expansion Packs,12,0,0.0,12
7033,1819,Game Packs,9,0,0.0,9
7034,1819,Stuff Packs,4,0,0.0,4
7035,1820,Expansion Packs,14,0,0.0,14
7036,1820,Game Packs,10,0,0.0,10
7037,1820,Kits,2,0,0.0,2
7038,1820,Stuff Packs,12,0,0.0,12
7039,1821,Expansion Packs,14,0,0.0,14
7040,1821,Game Packs,7,1,0.14285714285714285,6
7041,1821,Kits,11,1,0.09090909090909091,10
7042,1821,Stuff Packs,13,3,0.23076923076923078,10
7043,1822,Expansion Packs,10,0,0.0,10
7044,1822,Game Packs,7,0,0.0,7
7045,1822,Kits,2,0,0.0,2
7046,1822,Stuff Packs,7,0,0.0,7
7047,1823,Expansion Packs,13,0,0.0,13
7048,1823,Game Packs,9,1,0.1111111111111111,8
7049,1823,Kits,12,1,0.08333333333333333,11
7050,1823,Stuff Packs,11,0,0.0,11
7051,1824,Expansion Packs,16,0,0.0,16
7052,1824,Game Packs,11,1,0.09090909090909091,10
7053,1824,Kits,32,1,0.03125,31
7054,1824,Stuff Packs,20,0,0.0,20
7055,1825,Expansion Packs,10,0,0.0,10
7056,1825,Game Packs,3,0,0.0,3
7057,1825,Kits,3,2,0.6666666666666666,1
7058,1825,Stuff Packs,5,1,0.2,4
7059,1826,Expansion Packs,9,1,0.1111111111111111,8
7060,1826,Game Packs,6,0,0.0,6
7061,1826,Kits,1,0,0.0,1
7062,1826,Stuff Packs,5,0,0.0,5
7063,1827,Expansion Packs,13,0,0.0,13
7064,1827,Game Packs,10,0,0.0,10
7065,1827,Kits,4,0,0.0,4
7066,1827,Stuff Packs,12,0,0.0,12
7067,1828,Expansion Packs,14,0,0.0,14
7068,1828,Game Packs,3,0,0.0,3
7069,1828,Kits,2,0,0.0,2
7070,1828,Stuff Packs,7,0,0.0,7
7071,1829,Expansion Packs,14,0,0.0,14
7072,1829,Game Packs,4,0,0.0,4
7073,1829,Kits,3,2,0.6666666666666666,1
7074,1829,Stuff Packs,7,2,0.2857142857142857,5
7075,1830,Expansion Packs,4,0,0.0,4
7076,1830,Stuff Packs,1,0,0.0,1
7077,1831,Expansion Packs,14,0,0.0,14
7078,1831,Game Packs,7,0,0.0,7
7079,1831,Kits,3,1,0.3333333333333333,2
7080,1831,Stuff Packs,14,1,0.07142857142857142,13
7081,1832,Expansion Packs,16,0,0.0,16
7082,1832,Game Packs,11,0,0.0,11
7083,1832,Kits,13,2,0.15384615384615385,11
7084,1832,Stuff Packs,18,1,0.05555555555555555,17
7085,1833,Expansion Packs,16,1,0.0625,15
7086,1833,Game Packs,8,0,0.0,8
7087,1833,Kits,27,1,0.037037037037037035,26
7088,1833,Stuff Packs,16,3,0.1875,13
7089,1834,Expansion Packs,14,0,0.0,14
7090,1834,Game Packs,12,0,0.0,12
7091,1834,Kits,11,1,0.09090909090909091,10
7092,1834,Stuff Packs,18,1,0.05555555555555555,17
7093,1835,Expansion Packs,16,0,0.0,16
7094,1835,Game Packs,12,0,0.0,12
7095,1835,Kits,33,0,0.0,33
7096,1835,Stuff Packs,20,0,0.0,20
7097,1836,Expansion Packs,16,0,0.0,16
7098,1836,Game Packs,12,0,0.0,12
7099,1836,Kits,33,0,0.0,33
7100,1836,Stuff Packs,20,0,0.0,20
7101,1837,Expansion Packs,11,0,0.0,11
7102,1837,Game Packs,9,0,0.0,9
7103,1837,Kits,2,2,1.0,0
7104,1837,Stuff Packs,11,1,0.09090909090909091,10
7105,1838,Expansion Packs,16,0,0.0,16
7106,1838,Game Packs,12,0,0.0,12
7107,1838,Kits,33,1,0.030303030303030304,32
7108,1838,Stuff Packs,20,0,0.0,20
7109,1839,Expansion Packs,16,0,0.0,16
7110,1839,Game Packs,12,0,0.0,12
7111,1839,Kits,33,0,0.0,33
7112,1839,Stuff Packs,20,0,0.0,20
7113,1840,Expansion Packs,10,0,0.0,10
7114,1840,Game Packs,3,0,0.0,3
7115,1840,Kits,2,1,0.5,1
7116,1840,Stuff Packs,6,0,0.0,6
7117,1841,Expansion Packs,7,0,0.0,7
7118,1841,Game Packs,4,1,0.25,3
7119,1841,Kits,3,3,1.0,0
7120,1841,Stuff Packs,11,4,0.36363636363636365,7
7121,1842,Expansion Packs,6,0,0.0,6
7122,1842,Game Packs,3,0,0.0,3
7123,1842,Stuff Packs,3,0,0.0,3
7124,1843,Expansion Packs,13,0,0.0,13
7125,1843,Game Packs,3,0,0.0,3
7126,1843,Kits,2,0,0.0,2
7127,1843,Stuff Packs,5,0,0.0,5
7128,1844,Expansion Packs,10,0,0.0,10
7129,1844,Game Packs,8,0,0.0,8
7130,1844,Kits,1,1,1.0,0
7131,1844,Stuff Packs,16,0,0.0,16
7132,1845,Expansion Packs,14,0,0.0,14
7133,1845,Game Packs,5,1,0.2,4
7134,1845,Kits,2,2,1.0,0
7135,1845,Stuff Packs,5,2,0.4,3
7136,1846,Expansion Packs,6,0,0.0,6
7137,1846,Game Packs,6,1,0.16666666666666666,5
7138,1846,Kits,6,2,0.3333333333333333,4
7139,1846,Stuff Packs,11,3,0.2727272727272727,8
7140,1847,Expansion Packs,14,0,0.0,14
7141,1847,Game Packs,11,0,0.0,11
7142,1847,Kits,6,1,0.16666666666666666,5
7143,1847,Stuff Packs,13,0,0.0,13
7144,1848,Expansion Packs,16,0,0.0,16
7145,1848,Game Packs,12,0,0.0,12
7146,1848,Kits,33,1,0.030303030303030304,32
7147,1848,Stuff Packs,20,0,0.0,20
